"","domacini","gosti","isHome","players","positions","scores"
"h_player_0369","Southampton","Sheffield United","yes","Alex McCarthy","G",6.6
"h_player_0370","Chelsea","Wolverhampton","yes","Willy Caballero","G",7.1
"h_player_0371","West Ham United","Aston Villa","yes","Łukasz Fabiański","G",6.3
"h_player_0372","Leicester City","Manchester United","yes","Kasper Schmeichel","G",5.6
"h_player_0373","Arsenal","Watford","yes","Emiliano Martínez","G",7.1
"h_player_0374","Newcastle United","Liverpool","yes","Martin Dúbravka","G",6.1
"h_player_0375","Everton","Bournemouth","yes","Jordan Pickford","G",6
"h_player_0376","Manchester City","Norwich City","yes","Ederson","G",7.6
"h_player_0377","Burnley","Brighton & Hove Albion","yes","Nick Pope","G",6.3
"h_player_0378","Crystal Palace","Tottenham","yes","Vicente Guaita","G",6.3
"h_player_0379","Fulham","Arsenal","yes","Marek Rodák","G",6
"h_player_0380","Crystal Palace","Southampton","yes","Vicente Guaita","G",8.1
"h_player_0381","Liverpool","Leeds United","yes","Alisson","G",5.8
"h_player_0382","West Ham United","Newcastle United","yes","Łukasz Fabiański","G",6
"h_player_0383","West Bromwich Albion","Leicester City","yes","Sam Johnstone","G",6.4
"h_player_0384","Tottenham","Everton","yes","Hugo Lloris","G",6.5
"h_player_0385","Sheffield United","Wolverhampton","yes","Aaron Ramsdale","G",6.4
"h_player_0386","Brighton & Hove Albion","Chelsea","yes","Mathew Ryan","G",5.8
"h_player_0387","Everton","West Bromwich Albion","yes","Jordan Pickford","G",6.1
"h_player_0388","Leeds United","Fulham","yes","Illan Meslier","G",6.3
"h_player_0389","Manchester United","Crystal Palace","yes","David De Gea","G",6.1
"h_player_0390","Arsenal","West Ham United","yes","Bernd Leno","G",6.5
"h_player_0391","Southampton","Tottenham","yes","Alex McCarthy","G",5.3
"h_player_0392","Newcastle United","Brighton & Hove Albion","yes","Karl Darlow","G",6.3
"h_player_0393","Chelsea","Liverpool","yes","Kepa Arrizabalaga","G",6.2
"h_player_0394","Leicester City","Burnley","yes","Kasper Schmeichel","G",6.6
"h_player_0395","Aston Villa","Sheffield United","yes","Emiliano Martínez","G",7.8
"h_player_0396","Wolverhampton","Manchester City","yes","Rui Patrício","G",6.9
"h_player_0397","Brighton & Hove Albion","Manchester United","yes","Mathew Ryan","G",5.8
"h_player_0398","Crystal Palace","Everton","yes","Vicente Guaita","G",6.4
"h_player_0399","West Bromwich Albion","Chelsea","yes","Sam Johnstone","G",7.4
"h_player_0400","Burnley","Southampton","yes","Nick Pope","G",6.4
"h_player_0401","Sheffield United","Leeds United","yes","Aaron Ramsdale","G",8.4
"h_player_0402","Tottenham","Newcastle United","yes","Hugo Lloris","G",6.3
"h_player_0403","Manchester City","Leicester City","yes","Ederson","G",5.5
"h_player_0404","West Ham United","Wolverhampton","yes","Łukasz Fabiański","G",7.7
"h_player_0405","Fulham","Aston Villa","yes","Alphonse Aréola","G",6
"h_player_0406","Liverpool","Arsenal","yes","Alisson","G",6.7
"h_player_0407","Chelsea","Crystal Palace","yes","Edouard Mendy","G",6.9
"h_player_0408","Everton","Brighton & Hove Albion","yes","Jordan Pickford","G",5.7
"h_player_0409","Leeds United","Manchester City","yes","Illan Meslier","G",6.4
"h_player_0410","Newcastle United","Burnley","yes","Karl Darlow","G",7.3
"h_player_0411","Southampton","West Bromwich Albion","yes","Alex McCarthy","G",7.4
"h_player_0412","Leicester City","West Ham United","yes","Kasper Schmeichel","G",6.2
"h_player_0413","Wolverhampton","Fulham","yes","Rui Patrício","G",7.3
"h_player_0414","Arsenal","Sheffield United","yes","Bernd Leno","G",6.4
"h_player_0415","Manchester United","Tottenham","yes","David De Gea","G",5.3
"h_player_0416","Aston Villa","Liverpool","yes","Emiliano Martínez","G",7.2
"h_player_0417","Everton","Liverpool","yes","Jordan Pickford","G",7.3
"h_player_0418","Chelsea","Southampton","yes","Kepa Arrizabalaga","G",5.6
"h_player_0419","Manchester City","Arsenal","yes","Ederson","G",7.6
"h_player_0420","Newcastle United","Manchester United","yes","Karl Darlow","G",8
"h_player_0421","Sheffield United","Fulham","yes","Aaron Ramsdale","G",7.2
"h_player_0422","Crystal Palace","Brighton & Hove Albion","yes","Vicente Guaita","G",6.5
"h_player_0423","Tottenham","West Ham United","yes","Hugo Lloris","G",5.9
"h_player_0424","Leicester City","Aston Villa","yes","Kasper Schmeichel","G",6.6
"h_player_0425","West Bromwich Albion","Burnley","yes","Sam Johnstone","G",7.8
"h_player_0426","Leeds United","Wolverhampton","yes","Illan Meslier","G",6.8
"h_player_0427","Aston Villa","Leeds United","yes","Emiliano Martínez","G",6.9
"h_player_0428","West Ham United","Manchester City","yes","Łukasz Fabiański","G",7.5
"h_player_0429","Fulham","Crystal Palace","yes","Alphonse Aréola","G",7.9
"h_player_0430","Manchester United","Chelsea","yes","David De Gea","G",7.1
"h_player_0431","Liverpool","Sheffield United","yes","Alisson","G",6.7
"h_player_0432","Southampton","Everton","yes","Alex McCarthy","G",7.3
"h_player_0433","Wolverhampton","Newcastle United","yes","Rui Patrício","G",6.4
"h_player_0434","Arsenal","Leicester City","yes","Bernd Leno","G",6.5
"h_player_0435","Brighton & Hove Albion","West Bromwich Albion","yes","Mathew Ryan","G",6.7
"h_player_0436","Burnley","Tottenham","yes","Nick Pope","G",6.7
"h_player_0437","Wolverhampton","Crystal Palace","yes","Rui Patrício","G",7.1
"h_player_0438","Sheffield United","Manchester City","yes","Aaron Ramsdale","G",7.9
"h_player_0439","Burnley","Chelsea","yes","Nick Pope","G",6.2
"h_player_0440","Liverpool","West Ham United","yes","Alisson","G",6.6
"h_player_0441","Aston Villa","Southampton","yes","Emiliano Martínez","G",5.2
"h_player_0442","Newcastle United","Everton","yes","Karl Darlow","G",6.8
"h_player_0443","Manchester United","Arsenal","yes","David De Gea","G",6.4
"h_player_0444","Tottenham","Brighton & Hove Albion","yes","Hugo Lloris","G",6.5
"h_player_0445","Fulham","West Bromwich Albion","yes","Alphonse Aréola","G",7.2
"h_player_0446","Leeds United","Leicester City","yes","Illan Meslier","G",6.1
"h_player_0447","Brighton & Hove Albion","Burnley","yes","Mathew Ryan","G",7.4
"h_player_0448","Southampton","Newcastle United","yes","Alex McCarthy","G",7.4
"h_player_0449","Everton","Manchester United","yes","Jordan Pickford","G",5.9
"h_player_0450","Crystal Palace","Leeds United","yes","Vicente Guaita","G",6.5
"h_player_0451","Chelsea","Sheffield United","yes","Edouard Mendy","G",6.7
"h_player_0452","West Ham United","Fulham","yes","Łukasz Fabiański","G",7.8
"h_player_0453","West Bromwich Albion","Tottenham","yes","Sam Johnstone","G",7
"h_player_0454","Leicester City","Wolverhampton","yes","Kasper Schmeichel","G",7.3
"h_player_0455","Manchester City","Liverpool","yes","Ederson","G",6.6
"h_player_0456","Arsenal","Aston Villa","yes","Bernd Leno","G",6.2
"h_player_11","Liverpool","Norwich City","yes","Trent Alexander-Arnold","D",7.4
"h_player_12","West Ham United","Manchester City","yes","Ryan Fredericks","D",6.1
"h_player_13","Bournemouth","Sheffield United","yes","Chris Mepham","D",7.5
"h_player_14","Watford","Brighton & Hove Albion","yes","Kiko Femenia","D",6.7
"h_player_15","Burnley","Southampton","yes","Matthew Lowton","D",7.3
"h_player_16","Crystal Palace","Everton","yes","Joel Ward","D",7.1
"h_player_17","Tottenham","Aston Villa","yes","Kyle Walker-Peters","D",7.1
"h_player_18","Newcastle United","Arsenal","yes","Fabian Schär","D",7.2
"h_player_19","Leicester City","Wolverhampton","yes","Ricardo Pereira","D",7.2
"h_player_110","Manchester United","Chelsea","yes","Aaron Wan-Bissaka","D",7.8
"h_player_111","Arsenal","Burnley","yes","Ainsley Maitland-Niles","D",6.7
"h_player_112","Southampton","Liverpool","yes","Jan Bednarek","D",6
"h_player_113","Norwich City","Newcastle United","yes","Max Aarons","D",6.6
"h_player_114","Everton","Watford","yes","Séamus Coleman","D",6.6
"h_player_115","Aston Villa","Bournemouth","yes","Ahmed El-Mohamady","D",7.9
"h_player_116","Brighton & Hove Albion","West Ham United","yes","Shane Duffy","D",6.7
"h_player_117","Manchester City","Tottenham","yes","Kyle Walker","D",7.2
"h_player_118","Sheffield United","Crystal Palace","yes","Chris Basham","D",7.5
"h_player_119","Chelsea","Leicester City","yes","César Azpilicueta","D",7.3
"h_player_120","Wolverhampton","Manchester United","yes","Ryan Bennett","D",6.4
"h_player_121","Aston Villa","Everton","yes","Frédéric Guilbert","D",7.2
"h_player_122","Norwich City","Chelsea","yes","Max Aarons","D",5.5
"h_player_123","Sheffield United","Leicester City","yes","Chris Basham","D",5.9
"h_player_124","Watford","West Ham United","yes","Kiko Femenia","D",6.3
"h_player_125","Brighton & Hove Albion","Southampton","yes","Shane Duffy","D",6.4
"h_player_126","Manchester United","Crystal Palace","yes","Aaron Wan-Bissaka","D",6.3
"h_player_127","Liverpool","Arsenal","yes","Trent Alexander-Arnold","D",7.5
"h_player_128","Bournemouth","Manchester City","yes","Adam Smith","D",6
"h_player_129","Wolverhampton","Burnley","yes","Ryan Bennett","D",6.9
"h_player_130","Tottenham","Newcastle United","yes","Kyle Walker-Peters","D",6.6
"h_player_131","Southampton","Manchester United","yes","Cédric Soares","D",7
"h_player_132","Manchester City","Brighton & Hove Albion","yes","Kyle Walker","D",6.6
"h_player_133","West Ham United","Norwich City","yes","Ryan Fredericks","D",6.5
"h_player_134","Newcastle United","Watford","yes","Emil Krafth","D",6.6
"h_player_135","Crystal Palace","Aston Villa","yes","Joel Ward","D",7.1
"h_player_136","Chelsea","Sheffield United","yes","César Azpilicueta","D",7
"h_player_137","Leicester City","Bournemouth","yes","Ricardo Pereira","D",6.8
"h_player_138","Burnley","Liverpool","yes","Matthew Lowton","D",6.1
"h_player_139","Everton","Wolverhampton","yes","Séamus Coleman","D",6.4
"h_player_140","Arsenal","Tottenham","yes","Ainsley Maitland-Niles","D",7.1
"h_player_141","Liverpool","Newcastle United","yes","Trent Alexander-Arnold","D",7.8
"h_player_142","Sheffield United","Southampton","yes","Chris Basham","D",6.4
"h_player_143","Tottenham","Crystal Palace","yes","Serge Aurier","D",7.5
"h_player_144","Wolverhampton","Chelsea","yes","Jesús Vallejo","D",5.9
"h_player_145","Brighton & Hove Albion","Burnley","yes","Shane Duffy","D",7
"h_player_146","Manchester United","Leicester City","yes","Aaron Wan-Bissaka","D",6.9
"h_player_147","Norwich City","Manchester City","yes","Sam Byram","D",7.2
"h_player_148","Bournemouth","Everton","yes","Jack Stacey","D",6.8
"h_player_149","Watford","Arsenal","yes","Kiko Femenia","D",6.8
"h_player_150","Aston Villa","West Ham United","yes","Frédéric Guilbert","D",7.3
"h_player_151","Southampton","Bournemouth","yes","Kevin Danso","D",6.2
"h_player_152","Leicester City","Tottenham","yes","Ricardo Pereira","D",8.1
"h_player_153","Manchester City","Watford","yes","Kyle Walker","D",7
"h_player_154","Everton","Sheffield United","yes","Séamus Coleman","D",6.9
"h_player_155","Burnley","Norwich City","yes","Matthew Lowton","D",7.4
"h_player_156","Newcastle United","Brighton & Hove Albion","yes","Javier Manquillo","D",7.4
"h_player_157","West Ham United","Manchester United","yes","Ryan Fredericks","D",6.6
"h_player_158","Crystal Palace","Wolverhampton","yes","Joel Ward","D",6.9
"h_player_159","Arsenal","Aston Villa","yes","Ainsley Maitland-Niles","D",5
"h_player_160","Chelsea","Liverpool","yes","César Azpilicueta","D",7.2
"h_player_161","Sheffield United","Liverpool","yes","Chris Basham","D",6.6
"h_player_162","Wolverhampton","Watford","yes","Willy Boly","D",7.6
"h_player_163","Tottenham","Southampton","yes","Serge Aurier","D",5.9
"h_player_164","Bournemouth","West Ham United","yes","Jack Stacey","D",6.9
"h_player_165","Aston Villa","Burnley","yes","Frédéric Guilbert","D",6.7
"h_player_166","Chelsea","Brighton & Hove Albion","yes","César Azpilicueta","D",7.4
"h_player_167","Crystal Palace","Norwich City","yes","Joel Ward","D",7.4
"h_player_168","Leicester City","Newcastle United","yes","Ricardo Pereira","D",7.8
"h_player_169","Manchester United","Arsenal","yes","Ashley Young","D",7.1
"h_player_170","Brighton & Hove Albion","Tottenham","yes","Martín Montoya","D",6.4
"h_player_171","Norwich City","Aston Villa","yes","Max Aarons","D",6
"h_player_172","Watford","Sheffield United","yes","Daryl Janmaat","D",7.5
"h_player_173","Liverpool","Leicester City","yes","Trent Alexander-Arnold","D",7.6
"h_player_174","Burnley","Everton","yes","Matthew Lowton","D",7
"h_player_175","West Ham United","Crystal Palace","yes","Ryan Fredericks","D",7.4
"h_player_176","Southampton","Chelsea","yes","Yan Valery","D",6.6
"h_player_177","Arsenal","Bournemouth","yes","Calum Chambers","D",7.1
"h_player_178","Manchester City","Wolverhampton","yes","Kyle Walker","D",7
"h_player_179","Newcastle United","Manchester United","yes","DeAndre Yedlin","D",6.7
"h_player_180","Everton","West Ham United","yes","Djibril Sidibé","D",7.4
"h_player_181","Wolverhampton","Southampton","yes","Ryan Bennett","D",6.6
"h_player_182","Chelsea","Newcastle United","yes","César Azpilicueta","D",7.3
"h_player_183","Leicester City","Burnley","yes","Ricardo Pereira","D",7.7
"h_player_184","Aston Villa","Brighton & Hove Albion","yes","Frédéric Guilbert","D",7.5
"h_player_185","Bournemouth","Norwich City","yes","Adam Smith","D",7.1
"h_player_186","Crystal Palace","Manchester City","yes","Joel Ward","D",5.9
"h_player_187","Manchester United","Liverpool","yes","Victor Lindelöf","D",6.7
"h_player_188","Sheffield United","Arsenal","yes","Chris Basham","D",7.5
"h_player_189","Southampton","Leicester City","yes","Jan Bednarek","D",4.9
"h_player_190","Manchester City","Aston Villa","yes","João Cancelo","D",7.3
"h_player_191","Watford","Bournemouth","yes","Daryl Janmaat","D",7.4
"h_player_192","West Ham United","Sheffield United","yes","Pablo Zabaleta","D",7
"h_player_193","Brighton & Hove Albion","Everton","yes","Martín Montoya","D",5.8
"h_player_194","Burnley","Chelsea","yes","Matthew Lowton","D",6.4
"h_player_195","Newcastle United","Wolverhampton","yes","DeAndre Yedlin","D",6.6
"h_player_196","Norwich City","Manchester United","yes","Max Aarons","D",6.5
"h_player_197","Liverpool","Tottenham","yes","Trent Alexander-Arnold","D",8.3
"h_player_198","Arsenal","Crystal Palace","yes","Calum Chambers","D",6.2
"h_player_199","Bournemouth","Manchester United","yes","Adam Smith","D",7.2
"h_player_1100","West Ham United","Newcastle United","yes","Pablo Zabaleta","D",6.3
"h_player_1101","Manchester City","Southampton","yes","Kyle Walker","D",8.2
"h_player_1102","Sheffield United","Burnley","yes","Chris Basham","D",7
"h_player_1103","Brighton & Hove Albion","Norwich City","yes","Martín Montoya","D",8.3
"h_player_1104","Aston Villa","Liverpool","yes","Frédéric Guilbert","D",6.7
"h_player_1105","Arsenal","Wolverhampton","yes","Calum Chambers","D",6.9
"h_player_1106","Watford","Chelsea","yes","Daryl Janmaat","D",6.6
"h_player_1107","Crystal Palace","Leicester City","yes","Joel Ward","D",6.8
"h_player_1108","Everton","Tottenham","yes","Djibril Sidibé","D",7
"h_player_1109","Norwich City","Watford","yes","Max Aarons","D",6.3
"h_player_1110","Chelsea","Crystal Palace","yes","Reece James","D",6.6
"h_player_1111","Tottenham","Sheffield United","yes","Serge Aurier","D",7.4
"h_player_1112","Southampton","Everton","yes","Jan Bednarek","D",6.4
"h_player_1113","Newcastle United","Bournemouth","yes","DeAndre Yedlin","D",7.3
"h_player_1114","Burnley","West Ham United","yes","Phil Bardsley","D",7.4
"h_player_1115","Leicester City","Arsenal","yes","Ricardo Pereira","D",7.9
"h_player_1116","Wolverhampton","Aston Villa","yes","Leander Dendoncker","D",6.9
"h_player_1117","Manchester United","Brighton & Hove Albion","yes","Aaron Wan-Bissaka","D",7.3
"h_player_1118","Liverpool","Manchester City","yes","Trent Alexander-Arnold","D",6.7
"h_player_1119","West Ham United","Tottenham","yes","Ryan Fredericks","D",6.4
"h_player_1120","Watford","Burnley","yes","Kiko Femenia","D",6.4
"h_player_1121","Brighton & Hove Albion","Leicester City","yes","Shane Duffy","D",6.1
"h_player_1122","Bournemouth","Wolverhampton","yes","Simon Francis","D",5.1
"h_player_1123","Arsenal","Southampton","yes","Calum Chambers","D",6.7
"h_player_1124","Crystal Palace","Liverpool","yes","Joel Ward","D",6.8
"h_player_1125","Everton","Norwich City","yes","Djibril Sidibé","D",6.7
"h_player_1126","Manchester City","Chelsea","yes","João Cancelo","D",6.7
"h_player_1127","Sheffield United","Manchester United","yes","Chris Basham","D",6.7
"h_player_1128","Aston Villa","Newcastle United","yes","Frédéric Guilbert","D",6.6
"h_player_1129","Newcastle United","Manchester City","yes","Javier Manquillo","D",6.7
"h_player_1130","Tottenham","Bournemouth","yes","Serge Aurier","D",7
"h_player_1131","Liverpool","Brighton & Hove Albion","yes","Trent Alexander-Arnold","D",7.8
"h_player_1132","Burnley","Crystal Palace","yes","Phil Bardsley","D",7
"h_player_1133","Chelsea","West Ham United","yes","Reece James","D",7.6
"h_player_1134","Southampton","Watford","yes","Cédric Soares","D",6.8
"h_player_1135","Wolverhampton","Sheffield United","yes","Leander Dendoncker","D",7
"h_player_1136","Norwich City","Arsenal","yes","Max Aarons","D",6.4
"h_player_1137","Manchester United","Aston Villa","yes","Aaron Wan-Bissaka","D",6.7
"h_player_1138","Leicester City","Everton","yes","Ricardo Pereira","D",7.2
"h_player_1139","Crystal Palace","Bournemouth","yes","Martin Kelly","D",7.6
"h_player_1140","Burnley","Manchester City","yes","Phil Bardsley","D",6.6
